file_name,transcript,emotion
2035-147961-0033.flac,2035-147961-0033 THEY WERE RUN OUT OF THEIR VILLAGE,sad
2902-9006-0012.flac,2902-9006-0012 TRIBE AFTER TRIBE WAS CROWDING DOWN TO THE ALPS AND TRAMPLING UPON EACH OTHER ON THE FRONTIERS OF THE EMPIRE,sad
2902-9006-0006.flac,2902-9006-0006 BUT IF THE EMPERORS HAD BECOME CHRISTIAN THE EMPIRE HAD NOT,sad
2035-147961-0019.flac,2035-147961-0019 THE FIRST HOWLS WERE TAKEN UP AND ECHOED AND WITH QUICKENING REPETITIONS,neutral
2902-9006-0010.flac,2902-9006-0010 THE MENS SANA MUST HAVE A CORPUS SANUM TO INHABIT,sad
2902-9006-0004.flac,2902-9006-0004 THE VERY EMPERORS HAD ARRAYED THEMSELVES ON HER SIDE,angry
2035-147961-0025.flac,2035-147961-0025 AND THE WOLVES PAVEL ASKED ENOUGH ENOUGH FOR ALL OF US,angry
2035-147961-0031.flac,2035-147961-0031 PETER CROUCHING IN THE FRONT SEAT SAW NOTHING,sad
2035-147961-0030.flac,2035-147961-0030 PAVEL KNOCKED HIM OVER THE SIDE OF THE SLEDGE AND THREW THE GIRL AFTER HIM,angry
2035-147961-0024.flac,2035-147961-0024 THERE ARE ONLY THREE SLEDGES LEFT HE WHISPERED,angry
2902-9006-0005.flac,2902-9006-0005 JULIAN'S LAST ATTEMPT TO RESTORE PAGANISM BY IMPERIAL INFLUENCE HAD ONLY PROVED THAT THE OLD FAITH HAD LOST ALL HOLD UPON THE HEARTS OF THE MASSES AT HIS DEATH THE GREAT TIDE WAVE OF NEW OPINION ROLLED ON UNCHECKED AND THE RULERS OF EARTH WERE FAIN TO SWIM WITH THE STREAM TO ACCEPT IN WORDS AT LEAST THE CHURCH'S LAWS AS THEIRS TO ACKNOWLEDGE A KING OF KINGS TO WHOM EVEN THEY OWED HOMAGE AND OBEDIENCE AND TO CALL THEIR OWN SLAVES THEIR POORER BRETHREN AND OFTEN TOO THEIR SPIRITUAL SUPERIORS,sad
2035-147961-0018.flac,2035-147961-0018 AFTER THE CEREMONY AT THE CHURCH THE PARTY WENT TO A DINNER GIVEN BY THE PARENTS OF THE BRIDE,happy
2902-9006-0011.flac,2902-9006-0011 AND THE NEW BLOOD AT THE ERA OF THIS STORY WAS AT HAND,angry
422-122949-0010.flac,422-122949-0010 IN FACT CONFORMABLY TO THE SLOW RISE OF THE DEMOCRATIC SOCIAL ORDER AND ITS CAUSE THE BLENDING OF THE BLOOD OF MASTERS AND SLAVES THE ORIGINALLY NOBLE AND RARE IMPULSE OF THE MASTERS TO ASSIGN A VALUE TO THEMSELVES AND TO THINK WELL OF THEMSELVES WILL NOW BE MORE AND MORE ENCOURAGED AND EXTENDED BUT IT HAS AT ALL TIMES AN OLDER AMPLER AND MORE RADICALLY INGRAINED PROPENSITY OPPOSED TO IT AND IN THE PHENOMENON OF VANITY THIS OLDER PROPENSITY OVERMASTERS THE YOUNGER,angry
422-122949-0004.flac,422-122949-0004 HE HONOURS WHATEVER HE RECOGNIZES IN HIMSELF SUCH MORALITY EQUALS SELF GLORIFICATION,happy
3000-15664-0011.flac,3000-15664-0011 SLIGHT RAINSTORMS ARE LIKELY TO BE ENCOUNTERED IN A TRIP ROUND THE MOUNTAIN BUT ONE MAY EASILY FIND SHELTER BENEATH WELL THATCHED TREES THAT SHED THE RAIN LIKE A ROOF,neutral
3000-15664-0005.flac,3000-15664-0005 ONE BLANKET WILL BE ENOUGH TO CARRY OR YOU MAY FOREGO THE PLEASURE AND BURDEN ALTOGETHER AS WOOD FOR FIRES IS EVERYWHERE ABUNDANT,happy
2035-152373-0015.flac,2035-152373-0015 HERE THE HOLY PRELATE OF FERNS MET HIM AND RELATED A VISION IN WHICH HE HAD BEEN INSTRUCTED TO DEMAND THE ABOLITION OF THE IMPOST,sad
2035-152373-0001.flac,2035-152373-0001 THE ANCESTORS OF THE PRESENT PRETENDER CONGAL SURNAMED THE SQUINT EYED HAD TWICE RECEIVED AND CHERISHED THE LICENTIOUS BARDS WHEN UNDER THE BAN OF TARA AND HIS POPULARITY WITH THAT STILL POWERFUL ORDER WAS ONE PROP OF HIS AMBITION,angry
3000-15664-0039.flac,3000-15664-0039 TRACING RIVERS TO THEIR FOUNTAINS MAKES THE MOST CHARMING OF TRAVELS,happy
251-118436-0003.flac,251-118436-0003 AS YOU WELL KNOW THERE ARE TEN MEN AND TEN WOMEN WHOSE SOLE DUTY IS TO TASTE HIS FOOD AND WINE AND FIFTY ARMED WARRIORS GUARD HIS CHAMBER AS THEY GUARD IT NOW,happy
1988-147956-0013.flac,1988-147956-0013 HE WAS BORN LIKE THAT THE OTHERS ARE SMART,sad
1988-147956-0007.flac,1988-147956-0007 MY GRANDMOTHER ALWAYS SPOKE IN A VERY LOUD TONE TO FOREIGNERS AS IF THEY WERE DEAF,angry
251-118436-0017.flac,251-118436-0017 THEIR FINGERS SEAR ME LIKE FIRE,angry
1988-147956-0006.flac,1988-147956-0006 YOU'LL GET FIXED UP COMFORTABLE AFTER WHILE MISSUS SHIMERDA MAKE GOOD HOUSE,happy
251-118436-0016.flac,251-118436-0016 THEY CLUSTER AROUND ME THEIR HANDS ARE TALONED THEIR EYES ARE RED LIKE FLAME BURNING IN DARKNESS,angry
251-118436-0002.flac,251-118436-0002 SINCE HIS BIRTH HE HAS BEEN GUARDED SO CLOSELY THAT THE CLEVEREST POISONERS OF THE EAST COULD NOT REACH HIM,happy
1988-147956-0012.flac,1988-147956-0012 EVEN FROM A DISTANCE ONE COULD SEE THAT THERE WAS SOMETHING STRANGE ABOUT THIS BOY,sad
2035-152373-0000.flac,2035-152373-0000 THROUGHOUT THIS CENTURY THE POWER OF THE CHURCH WAS CONSTANTLY ON THE INCREASE AND IS VISIBLE IN MANY IMPORTANT CHANGES,happy
3000-15664-0038.flac,3000-15664-0038 ASPLENIUM EPILOBIUM HEUCHERA HAZEL DOGWOOD AND ALDER MAKE A LUXURIOUS FRINGE AND SETTING AND THE FORESTS OF DOUGLAS SPRUCE ALONG THE BANKS ARE THE FINEST I HAVE EVER SEEN IN THE SIERRA,happy
2035-152373-0014.flac,2035-152373-0014 SO SLOW AND PATIENT IS THE PROCESS BY WHICH CHRISTIANITY INFUSES ITSELF INTO THE SOCIAL LIFE OF A CONVERTED PEOPLE,happy
3000-15664-0004.flac,3000-15664-0004 BUT IT IS FAR BETTER TO GO AFOOT,angry
3000-15664-0010.flac,3000-15664-0010 EVERY CRYSTAL DANCES RESPONSIVE TO THE TOUCHES OF THE SUN AND CURRENTS OF SAP IN THE GROWING CELLS OF ALL THE VEGETATION ARE EVER IN A VITAL WHIRL AND RUSH AND THOUGH MANY FEET AND WINGS ARE FOLDED HOW MANY ARE ASTIR,happy
422-122949-0005.flac,422-122949-0005 PROBABLY A PESSIMISTIC SUSPICION WITH REGARD TO THE ENTIRE SITUATION OF MAN WILL FIND EXPRESSION PERHAPS A CONDEMNATION OF MAN TOGETHER WITH HIS SITUATION,sad
422-122949-0011.flac,422-122949-0011 THE MOST VARIED EXPERIENCE TEACHES IT WHAT ARE THE QUALITIES TO WHICH IT PRINCIPALLY OWES THE FACT THAT IT STILL EXISTS IN SPITE OF ALL GODS AND MEN AND HAS HITHERTO BEEN VICTORIOUS THESE QUALITIES IT CALLS VIRTUES AND THESE VIRTUES ALONE IT DEVELOPS TO MATURITY,neutral
422-122949-0007.flac,422-122949-0007 ACCORDING TO SLAVE MORALITY THEREFORE THE EVIL MAN AROUSES FEAR ACCORDING TO MASTER MORALITY IT IS PRECISELY THE GOOD MAN WHO AROUSES FEAR AND SEEKS TO AROUSE IT WHILE THE BAD MAN IS REGARDED AS THE DESPICABLE BEING,angry
422-122949-0013.flac,422-122949-0013 AT THIS TURNING POINT OF HISTORY THERE MANIFEST THEMSELVES SIDE BY SIDE AND OFTEN MIXED AND ENTANGLED TOGETHER A MAGNIFICENT MANIFOLD VIRGIN FOREST LIKE UP GROWTH AND UP STRIVING A KIND OF TROPICAL TEMPO IN THE RIVALRY OF GROWTH AND AN EXTRAORDINARY DECAY AND SELF DESTRUCTION OWING TO THE SAVAGELY OPPOSING AND SEEMINGLY EXPLODING EGOISMS WHICH STRIVE WITH ONE ANOTHER FOR SUN AND LIGHT AND CAN NO LONGER ASSIGN ANY LIMIT RESTRAINT OR FORBEARANCE FOR THEMSELVES BY MEANS OF THE HITHERTO EXISTING MORALITY,happy
2035-147961-0040.flac,2035-147961-0040 THIS CABIN WAS HIS HERMITAGE UNTIL THE WINTER SNOWS PENNED HIM IN HIS CAVE,sad
3000-15664-0006.flac,3000-15664-0006 ONLY A LITTLE FOOD WILL BE REQUIRED,neutral
3000-15664-0012.flac,3000-15664-0012 THEN THE SHINING OF THE WET LEAVES IS DELIGHTFUL AND THE STEAMY FRAGRANCE AND THE BURST OF BIRD SONG FROM A MULTITUDE OF THRUSHES AND FINCHES AND WARBLERS THAT HAVE NESTS IN THE CHAPARRAL,happy
2035-152373-0002.flac,2035-152373-0002 IT IS PRETTY CLEAR ALSO THAT THE LAST RALLY OF DRUIDISM AGAINST CHRISTIANITY TOOK PLACE BEHIND HIS BANNER ON THE PLAIN OF MOIRA,angry
2035-152373-0016.flac,2035-152373-0016 THE TRIBUTE WAS AT THIS PERIOD ENORMOUS FIFTEEN THOUSAND HEAD OF CATTLE ANNUALLY,happy
251-118436-0014.flac,251-118436-0014 ON THE DAIS UNDER THE GOLDEN DOME THE KING CRIED OUT AGAIN RACKED BY AWFUL PAROXYSMS,angry
1988-147956-0004.flac,1988-147956-0004 PRESENTLY AGAINST ONE OF THOSE BANKS I SAW A SORT OF SHED THATCHED WITH THE SAME WINE COLORED GRASS THAT GREW EVERYWHERE,sad
1988-147956-0010.flac,1988-147956-0010 I REMEMBERED WHAT THE CONDUCTOR HAD SAID ABOUT HER EYES,sad
251-118436-0000.flac,251-118436-0000 HE WAS YOUNG NO SPEAR HAD TOUCHED HIM NO POISON LURKED IN HIS WINE,sad
1988-147956-0011.flac,1988-147956-0011 HER SKIN WAS BROWN TOO AND IN HER CHEEKS SHE HAD A GLOW OF RICH DARK COLOR,happy
251-118436-0001.flac,251-118436-0001 I TELL YOU IT IS NOT POISON SHE CRIED,angry
251-118436-0015.flac,251-118436-0015 THEY SEEK TO SNAP THE SILVER CORD THAT BINDS ME TO MY DYING BODY,angry
1988-147956-0005.flac,1988-147956-0005 VERY GLAD VERY GLAD SHE EJACULATED,happy
2035-152373-0017.flac,2035-152373-0017 SAINT MOLING SURVIVED HIM THREE YEARS AND SAINT ADAMNAN SO INTIMATELY CONNECTED WITH HIS REIGN TEN YEARS,sad
2035-152373-0003.flac,2035-152373-0003 THE POETS OF SUCCEEDING AGES HAVE DWELT MUCH IN DETAIL ON THE OCCURRENCES OF THIS MEMORABLE DAY,happy
3000-15664-0013.flac,3000-15664-0013 A THOUSAND THOUSAND VOICES ARE HEARD BUT SO FINELY BLENDED THEY SEEM A PART OF THE NIGHT ITSELF AND MAKE A DEEPER SILENCE,sad
3000-15664-0007.flac,3000-15664-0007 THUS ONE SAUNTERS ON AND ON IN THE GLORIOUS RADIANCE IN UTTER PEACE AND FORGETFULNESS OF TIME,happy
422-122949-0012.flac,422-122949-0012 VARIATIONS WHETHER THEY BE DEVIATIONS INTO THE HIGHER FINER AND RARER OR DETERIORATIONS AND MONSTROSITIES APPEAR SUDDENLY ON THE SCENE IN THE GREATEST EXUBERANCE AND SPLENDOUR THE INDIVIDUAL DARES TO BE INDIVIDUAL AND DETACH HIMSELF,angry
422-122949-0006.flac,422-122949-0006 HERE IS THE SEAT OF THE ORIGIN OF THE FAMOUS ANTITHESIS GOOD AND EVIL POWER AND DANGEROUSNESS ARE ASSUMED TO RESIDE IN THE EVIL A CERTAIN DREADFULNESS SUBTLETY AND STRENGTH WHICH DO NOT ADMIT OF BEING DESPISED,angry
422-122949-0002.flac,422-122949-0002 WE TRUTHFUL ONES THE NOBILITY IN ANCIENT GREECE CALLED THEMSELVES,sad
422-122949-0016.flac,422-122949-0016 WHAT WILL THE MORAL PHILOSOPHERS WHO APPEAR AT THIS TIME HAVE TO PREACH,neutral
2035-152373-0007.flac,2035-152373-0007 THE ONLY CONFLICTS THAT OCCURRED ON IRISH SOIL WITH A PICTISH OR AN ANGLO SAXON FORCE IF WE EXCEPT THOSE WHO FORMED A CONTINGENT OF CONGAL'S ARMY AT MOIRA OCCURRED IN THE TIME OF THE HOSPITABLE FINNACTA,angry
2035-152373-0013.flac,2035-152373-0013 WHILE THE LIBERATED EXILES REJOICED ON THE PLAIN OF MEATH THE TENT OF THE ABBOT OF IONA WAS PITCHED ON THE RATH OF TARA A FACT WHICH WOULD SEEM TO INDICATE THAT ALREADY IN LITTLE MORE THAN A CENTURY SINCE THE INTERDICT HAD FALLEN ON IT THE EDIFICES WHICH MADE SO FINE A SHOW IN THE DAYS OF PATRICK WERE RUINED AND UNINHABITABLE,angry
3000-15664-0003.flac,3000-15664-0003 GO QUIETLY ALONE NO HARM WILL BEFALL YOU,neutral
3000-15664-0017.flac,3000-15664-0017 IT IS THREE OR FOUR MILES LONG AND TERMINATES AT AN ELEVATION OF ABOUT NINE THOUSAND FIVE HUNDRED FEET ABOVE SEA LEVEL IN MORAINE SPRINKLED ICE CLIFFS SIXTY FEET HIGH,angry
1988-147956-0029.flac,1988-147956-0029 I BECAME SOMEWHAT EMBARRASSED FOR I WAS USED TO BEING TAKEN FOR GRANTED BY MY ELDERS,sad
1988-147956-0001.flac,1988-147956-0001 OCCASIONALLY ONE OF THE HORSES WOULD TEAR OFF WITH HIS TEETH A PLANT FULL OF BLOSSOMS AND WALK ALONG MUNCHING IT THE FLOWERS NODDING IN TIME TO HIS BITES AS HE ATE DOWN TOWARD THEM,angry
251-118436-0011.flac,251-118436-0011 ALL DISCARDED PORTIONS OF THE HUMAN BODY STILL REMAIN PART OF IT ATTACHED TO IT BY INTANGIBLE CONNECTIONS,neutral
251-118436-0005.flac,251-118436-0005 THE MAN SHRUGGED HIS BROAD SHOULDERS AND TURNED BACK INTO THE ARABESQUE CHAMBER,angry
1988-147956-0015.flac,1988-147956-0015 HE STRUCK AMBROSCH ON THE BACK AND THE BOY SMILED KNOWINGLY,happy
251-118436-0004.flac,251-118436-0004 A LOW CONFUSED MOAN WANED FROM HIS MOUTH,sad
1988-147956-0014.flac,1988-147956-0014 AMBROSCH HE MAKE GOOD FARMER,happy
1988-147956-0000.flac,1988-147956-0000 FUCHS BROUGHT UP A SACK OF POTATOES AND A PIECE OF CURED PORK FROM THE CELLAR AND GRANDMOTHER PACKED SOME LOAVES OF SATURDAY'S BREAD A JAR OF BUTTER AND SEVERAL PUMPKIN PIES IN THE STRAW OF THE WAGON BOX,happy
251-118436-0010.flac,251-118436-0010 POINT OF CONTACT INQUIRED THE OTHER,happy
1988-147956-0028.flac,1988-147956-0028 WHEN I CAME UP HE TOUCHED MY SHOULDER AND LOOKED SEARCHINGLY DOWN INTO MY FACE FOR SEVERAL SECONDS,angry
3000-15664-0016.flac,3000-15664-0016 IT IS LINED WITH EMERALD ALGAE AND MOSSES AND SHADED WITH ALDER WILLOW AND THORN BUSHES WHICH GIVE IT A FINE SETTING,happy
3000-15664-0002.flac,3000-15664-0002 PERHAPS THE PROFESSION OF DOING GOOD MAY BE FULL BUT EVERY BODY SHOULD BE KIND AT LEAST TO HIMSELF,sad
2035-152373-0012.flac,2035-152373-0012 NOW EVERY MISSIONARY THAT EVER WENT OUT FROM IONA HAD TAUGHT THAT TO REDUCE CHRISTIANS TO SLAVERY WAS WHOLLY INCONSISTENT WITH A BELIEF IN THE DOCTRINES OF THE GOSPEL,sad
2035-152373-0006.flac,2035-152373-0006 LASTLY THE ROYAL BROTHERS FELL THEMSELVES VICTIMS TO THE EPIDEMIC WHICH SO SADLY SIGNALIZES THEIR REIGN,sad
422-122949-0017.flac,422-122949-0017 THIS IS THE PROBLEM OF RACE,sad
422-122949-0003.flac,422-122949-0003 IT IS OBVIOUS THAT EVERYWHERE THE DESIGNATIONS OF MORAL VALUE WERE AT FIRST APPLIED TO MEN AND WERE ONLY DERIVATIVELY AND AT A LATER PERIOD APPLIED TO ACTIONS IT IS A GROSS MISTAKE THEREFORE WHEN HISTORIANS OF MORALS START WITH QUESTIONS LIKE WHY HAVE SYMPATHETIC ACTIONS BEEN PRAISED,sad
422-122949-0029.flac,422-122949-0029 ONLY NAME IT WHATEVER I HAVE I OFFER THEE,neutral
422-122949-0015.flac,422-122949-0015 DANGER IS AGAIN PRESENT THE MOTHER OF MORALITY GREAT DANGER THIS TIME SHIFTED INTO THE INDIVIDUAL INTO THE NEIGHBOUR AND FRIEND INTO THE STREET INTO THEIR OWN CHILD INTO THEIR OWN HEART INTO ALL THE MOST PERSONAL AND SECRET RECESSES OF THEIR DESIRES AND VOLITIONS,sad
422-122949-0001.flac,422-122949-0001 THE DISTINCTIONS OF MORAL VALUES HAVE EITHER ORIGINATED IN A RULING CASTE PLEASANTLY CONSCIOUS OF BEING DIFFERENT FROM THE RULED OR AMONG THE RULED CLASS THE SLAVES AND DEPENDENTS OF ALL SORTS,sad
2035-152373-0010.flac,2035-152373-0010 THE KINGDOM OF NORTHUMBRIA AS THE NAME IMPLIES EMBRACED NEARLY ALL THE COUNTRY FROM THE HUMBER TO THE PICTISH BORDER,happy
3000-15664-0028.flac,3000-15664-0028 BUT NEITHER THE GLORIFIED WOODS ON THE ONE HAND NOR THE LAKE ON THE OTHER COULD AT FIRST HOLD THE EYE,sad
2035-152373-0004.flac,2035-152373-0004 LIKE THE TWO KINGS OF SPARTA THEY REIGNED JOINTLY DIVIDING BETWEEN THEM THE LABOURS AND CARES OF STATE,angry
3000-15664-0014.flac,3000-15664-0014 IN SETTING OUT FROM STRAWBERRY VALLEY BY BEARING OFF TO THE NORTHWESTWARD A FEW MILES YOU MAY SEE,happy
3000-15664-0000.flac,3000-15664-0000 SHASTA RAMBLES AND MODOC MEMORIES,sad
1988-147956-0016.flac,1988-147956-0016 AT THAT MOMENT THE FATHER CAME OUT OF THE HOLE IN THE BANK,sad
251-118436-0006.flac,251-118436-0006 THIS MAN WAS CLAD IN A BROWN CAMEL HAIR ROBE AND SANDALS AND A GREEN TURBAN WAS ON HIS HEAD,happy
251-118436-0012.flac,251-118436-0012 BUT AT THE URGENT ENTREATY OF THE PRINCESS OF KHOSALA WHO LOVED BHUNDA CHAND VAINLY HE GAVE HER A LOCK OF HIS LONG BLACK HAIR AS A TOKEN OF REMEMBRANCE,happy
1988-147956-0002.flac,1988-147956-0002 IT'S NO BETTER THAN A BADGER HOLE NO PROPER DUGOUT AT ALL,sad
251-118436-0013.flac,251-118436-0013 BY WHICH A SOUL IS DRAWN FROM ITS BODY AND ACROSS GULFS OF ECHOING SPACE RETURNED THE MAN ON THE MAT,sad
1988-147956-0003.flac,1988-147956-0003 NOW WHY IS THAT OTTO,sad
1988-147956-0017.flac,1988-147956-0017 IT WAS SO LONG THAT IT BUSHED OUT BEHIND HIS EARS AND MADE HIM LOOK LIKE THE OLD PORTRAITS I REMEMBERED IN VIRGINIA,sad
251-118436-0007.flac,251-118436-0007 NOT UNTIL THE HEAVENS WERE IN THE PROPER ORDER COULD THEY PERFORM THIS NECROMANCY,sad
3000-15664-0001.flac,3000-15664-0001 ARCTIC BEAUTY AND DESOLATION WITH THEIR BLESSINGS AND DANGERS ALL MAY BE FOUND HERE TO TEST THE ENDURANCE AND SKILL OF ADVENTUROUS CLIMBERS BUT FAR BETTER THAN CLIMBING THE MOUNTAIN IS GOING AROUND ITS WARM FERTILE BASE ENJOYING ITS BOUNTIES LIKE A BEE CIRCLING AROUND A BANK OF FLOWERS,happy
3000-15664-0015.flac,3000-15664-0015 IN APPROACHING IT ITS SUSPICIOUS LOOKING YELLOW SPOTTED HOOD AND WATCHFUL ATTITUDE WILL BE LIKELY TO MAKE YOU GO CAUTIOUSLY THROUGH THE BOG WHERE IT STANDS AS IF YOU WERE APPROACHING A DANGEROUS SNAKE,angry
